source_name,destination_name,actual_distance_to_destination,actual_time,osrm_distance,osrm_time,factor,segment_actual_time,segment_osrm_time,segment_osrm_distance
Pilkhuwa_HapurRD_D (Uttar Pradesh),GZB_Mohan_Nagar_DPC (Uttar Pradesh),27.683206248686805,96.0,29.5467,33.0,2.909090909090909,30.0,8.0,9.0952
Pilkhuwa_HapurRD_D (Uttar Pradesh),GZB_Mohan_Nagar_DPC (Uttar Pradesh),29.99908497900616,99.0,31.6484,35.0,2.8285714285714287,3.0,1.0,2.1017
Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_Jogeshwri_L (Maharashtra),10.29952825843158,28.0,13.993,14.0,2.0,28.0,14.0,13.993
Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_Jogeshwri_L (Maharashtra),18.096668860169608,48.0,27.0804,23.0,2.0869565217391304,20.0,9.0,13.0874
Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_Jogeshwri_L (Maharashtra),22.41488065834229,52.0,31.4658,26.0,2.0,4.0,3.0,4.3853
Mumbai_Jogshwri_I (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),9.30660207763508,22.0,14.2155,11.0,2.0,22.0,11.0,14.2155
Mumbai_Jogshwri_I (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),18.13498328382069,39.0,24.678,20.0,1.95,17.0,8.0,10.4625
Mumbai_Jogshwri_I (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),23.11493470738428,293.0,33.5012,31.0,9.451612903225806,253.0,10.0,8.8232
Khurdha_JatniDPP_D (Orissa),Khurdha_MdhsnDPP_D (Orissa),9.107664313095816,14.0,9.6907,6.0,2.333333333333333,14.0,6.0,9.6907
Khurdha_MdhsnDPP_D (Orissa),Bhubaneshwar_Hub (Orissa),10.020226909301943,15.0,11.2095,7.0,2.142857142857143,15.0,7.0,11.2095
Khurdha_MdhsnDPP_D (Orissa),Bhubaneshwar_Hub (Orissa),19.29991325346941,28.0,20.6785,14.0,2.0,12.0,6.0,9.469
Khurdha_MdhsnDPP_D (Orissa),Bhubaneshwar_Hub (Orissa),25.461465836540583,36.0,27.2786,19.0,1.894736842105263,8.0,4.0,6.6002
Deesa_HawaiPlr_DC (Gujarat),Mehsana_Panchot_IP (Gujarat),34.94433059202142,50.0,40.2064,37.0,1.351351351351351,50.0,37.0,40.2064
Deesa_HawaiPlr_DC (Gujarat),Mehsana_Panchot_IP (Gujarat),45.626782740146176,61.0,51.3215,47.0,1.297872340425532,11.0,10.0,11.1151
Deesa_HawaiPlr_DC (Gujarat),Mehsana_Panchot_IP (Gujarat),67.27168238206836,93.0,79.87639999999999,71.0,1.3098591549295775,32.0,23.0,28.5549
Deesa_HawaiPlr_DC (Gujarat),Mehsana_Panchot_IP (Gujarat),72.49424473618436,124.0,92.3328,80.0,1.55,30.0,8.0,12.4564
Tiruchi (Tamil Nadu),Tiruchi_Samyaprm_D (Tamil Nadu),9.291021050405424,15.0,9.9524,7.0,2.142857142857143,15.0,7.0,9.9524
Tiruchi (Tamil Nadu),Tiruchi_Samyaprm_D (Tamil Nadu),14.652496268797371,38.0,19.0806,15.0,2.533333333333333,22.0,8.0,9.1282
Bhiwandi_Mankoli_HB (Maharashtra),Pune_Tathawde_H (Maharashtra),23.401222784737325,43.0,27.0771,25.0,1.72,43.0,25.0,27.0771
Bhiwandi_Mankoli_HB (Maharashtra),Pune_Tathawde_H (Maharashtra),45.56183193017043,82.0,56.8465,44.0,1.8636363636363635,38.0,29.0,32.304700000000004
Bhiwandi_Mankoli_HB (Maharashtra),Pune_Tathawde_H (Maharashtra),73.60199685472182,128.0,90.4636,69.0,1.855072463768116,46.0,30.0,32.7424
Bhiwandi_Mankoli_HB (Maharashtra),Pune_Tathawde_H (Maharashtra),88.10735786754816,152.0,108.4309,80.0,1.9,24.0,13.0,16.489099999999997
Bhiwandi_Mankoli_HB (Maharashtra),Pune_Tathawde_H (Maharashtra),101.18370851038324,188.0,130.8064,97.0,1.9381443298969072,36.0,17.0,22.3755
LowerParel_CP (Maharashtra),Mumbai_Chndivli_PC (Maharashtra),10.146040433408244,31.0,13.1744,14.0,2.2142857142857144,31.0,14.0,13.1744
LowerParel_CP (Maharashtra),Mumbai_Chndivli_PC (Maharashtra),16.677096214812902,47.0,20.783,20.0,2.35,16.0,6.0,7.2561
Durgapur_Central_I_1 (West Bengal),Bishnupur_StnRdDPP_D (West Bengal),9.07931470768024,9.0,9.5246,6.0,1.5,9.0,6.0,9.5246
Durgapur_Central_I_1 (West Bengal),Bishnupur_StnRdDPP_D (West Bengal),19.82005268495884,21.0,20.65,14.0,1.5,11.0,7.0,11.1254
Durgapur_Central_I_1 (West Bengal),Bishnupur_StnRdDPP_D (West Bengal),27.36067606274773,29.0,29.0527,20.0,1.45,7.0,5.0,8.402700000000001
Durgapur_Central_I_1 (West Bengal),Bishnupur_StnRdDPP_D (West Bengal),36.401406175015694,111.0,63.0104,50.0,2.22,82.0,29.0,33.9577
Durgapur_Central_I_1 (West Bengal),Bishnupur_StnRdDPP_D (West Bengal),45.07603154688214,127.0,72.8168,59.0,2.152542372881356,15.0,9.0,9.8064
Durgapur_Central_I_1 (West Bengal),Bishnupur_StnRdDPP_D (West Bengal),52.260992449246174,179.0,80.4067,70.0,2.557142857142857,52.0,11.0,7.59
Pune_Tathawde_H (Maharashtra),PNQ Pashan DPC (Maharashtra),9.400816375417651,12.0,10.7041,12.0,1.0,12.0,12.0,10.7041
Gurgaon_Bilaspur_HB (Haryana),GGN_DPC (Haryana),9.653092966253215,20.0,11.1988,11.0,1.818181818181818,20.0,11.0,11.1988
Gurgaon_Bilaspur_HB (Haryana),GGN_DPC (Haryana),28.326763231123547,44.0,31.4818,30.0,1.4666666666666666,24.0,19.0,20.2829
Gurgaon_Bilaspur_HB (Haryana),GGN_DPC (Haryana),29.089416349259142,66.0,35.512699999999995,34.0,1.9411764705882355,22.0,4.0,4.031
Bangalore_Nelmngla_H (Karnataka),Bengaluru_Peenya_L (Karnataka),10.131415361131268,36.0,15.5525,20.0,1.8,36.0,20.0,15.5525
Bangalore_Nelmngla_H (Karnataka),Bengaluru_Peenya_L (Karnataka),11.12106332284858,156.0,16.7037,22.0,7.090909090909091,120.0,1.0,1.1512
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),23.206296546959067,30.0,26.2192,18.0,1.6666666666666667,30.0,18.0,26.2192
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),44.56111968612325,101.0,70.0945,49.0,2.061224489795918,71.0,30.0,43.8753
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),66.0667229087109,139.0,95.5367,67.0,2.074626865671642,37.0,17.0,25.4422
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),88.22313618775917,189.0,120.8186,85.0,2.223529411764706,50.0,17.0,25.2819
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),110.07710140158105,247.0,151.1935,106.0,2.330188679245283,58.0,21.0,30.375
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),132.1008595045056,283.0,305.2432,252.0,1.123015873015873,35.0,180.0,206.0963
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),157.07047828760426,309.0,283.8125,249.0,1.2409638554216869,25.0,76.0,58.2708
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),176.91459834410543,335.0,266.3079,194.0,1.7268041237113405,26.0,81.0,75.9157
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),198.10110544263955,387.0,290.7298,211.0,1.8341232227488151,51.0,17.0,24.4219
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),220.18507330070636,414.0,321.0758,232.0,1.7844827586206895,26.0,21.0,30.346
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),242.2190945338985,474.0,514.0253,420.0,1.1285714285714286,60.0,234.0,284.8713
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),264.1684668351294,509.0,479.9921,396.0,1.2853535353535352,35.0,22.0,32.488
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),288.4190684418726,524.0,473.7687,392.0,1.336734693877551,14.0,21.0,30.031
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),309.9300126657914,551.0,538.0581,388.0,1.4201030927835052,26.0,17.0,24.7444
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),330.2518536128584,578.0,452.633,382.0,1.513089005235602,26.0,16.0,23.7574
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),352.559573627647,614.0,473.3141,397.0,1.5465994962216625,36.0,18.0,25.6766
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),377.6453220971344,632.0,504.8366,419.0,1.5083532219570406,17.0,22.0,31.5224
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),464.7793758381332,793.0,656.0323000000001,479.0,1.6555323590814195,161.0,97.0,136.59470000000002
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),484.0470430974405,821.0,679.738,495.0,1.6585858585858586,27.0,16.0,23.7058
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),507.07290607712514,851.0,708.4055,516.0,1.6492248062015504,30.0,20.0,28.6674
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),528.1454159035987,895.0,716.69,514.0,1.7412451361867705,44.0,23.0,32.966
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),562.2208916557472,895.0,766.2934,549.0,1.6302367941712204,0.0,35.0,49.6034
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),575.1887321668904,895.0,780.4597,559.0,1.6010733452593915,0.0,10.0,14.1663
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),599.344322825363,1017.0,806.8095999999999,577.0,1.7625649913344887,121.0,18.0,26.3499
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),616.2132700503353,1017.0,825.0061,590.0,1.723728813559322,0.0,12.0,18.1965
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),640.9004306724477,1063.0,860.286,621.0,1.711755233494364,46.0,30.0,35.279900000000005
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),660.1965719389133,1109.0,882.2437,641.0,1.7301092043681747,46.0,20.0,21.9576
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),682.3562669962179,1140.0,911.7975,668.0,1.7065868263473054,30.0,27.0,29.5538
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),704.4562307645848,1172.0,936.9011,691.0,1.6960926193921853,31.0,23.0,25.1036
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),726.1342840570906,1203.0,967.6378,713.0,1.6872370266479664,31.0,21.0,30.7367
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),750.4862464755337,1236.0,995.1039,732.0,1.6885245901639343,32.0,19.0,27.4662
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),770.5503053023461,1265.0,1055.2298999999998,754.0,1.677718832891247,29.0,26.0,37.110800000000005
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),792.1052152585934,1313.0,1083.8055,774.0,1.6963824289405685,48.0,35.0,50.341800000000006
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),814.4069663731401,1339.0,1104.0487,788.0,1.6992385786802031,25.0,21.0,30.5496
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),836.0636216516558,1363.0,1143.5057,816.0,1.670343137254902,24.0,27.0,39.457
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),858.3512857535836,1411.0,1173.5979,837.0,1.6857825567502986,47.0,21.0,30.0922
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),880.1711491843243,1475.0,1208.1907,861.0,1.7131242740998838,63.0,24.0,34.592800000000004
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),903.5204140818688,1505.0,1241.7284,885.0,1.7005649717514124,30.0,23.0,33.537699999999994
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),924.2166045359312,1545.0,1283.3883999999998,914.0,1.6903719912472648,39.0,29.0,41.66
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),946.3770149004324,1603.0,1289.9869,924.0,1.7348484848484849,58.0,47.0,62.6753
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),968.3537586189066,1658.0,1315.472,941.0,1.7619553666312433,54.0,27.0,38.454
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),990.592581561614,1716.0,1341.9031,960.0,1.7875,58.0,18.0,26.4311
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),1012.4289835696766,1771.0,1368.636,979.0,1.808988764044944,55.0,18.0,26.7329
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),1034.12173990639,1853.0,1397.7854,1009.0,1.8364717542120912,82.0,30.0,29.1494
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),1056.0089250790911,1893.0,1433.2282,1026.0,1.845029239766082,39.0,19.0,23.9608
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),1078.0293143164988,1933.0,1458.8286,1054.0,1.833965844402277,40.0,31.0,28.2703
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),1101.0805563542715,1994.0,1470.747,1048.0,1.9026717557251909,60.0,49.0,45.955
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),1122.4986168974071,2022.0,1483.7668,1056.0,1.9147727272727275,27.0,27.0,25.2045
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),1145.038595734273,2082.0,1495.8682,1058.0,1.9678638941398865,60.0,20.0,27.0053
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),1166.8544670447775,2122.0,1521.5974,1076.0,1.9721189591078068,40.0,18.0,25.7292
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),1188.1509728038138,2142.0,1543.8378,1092.0,1.9615384615384612,20.0,15.0,22.2404
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),1210.3074767559708,2194.0,1570.1751000000002,1114.0,1.969479353680431,51.0,21.0,26.3373
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),1233.8893994246807,2230.0,1594.9724,1141.0,1.9544259421560035,36.0,27.0,24.7973
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),1254.3748300878126,2262.0,1633.5005,1160.0,1.95,31.0,24.0,22.6055
Gurgaon_Bilaspur_HB (Haryana),Bhubaneshwar_Hub (Orissa),1269.5534991019006,2326.0,1638.061,1166.0,1.994854202401372,64.0,17.0,15.4517
Delhi_Mayapuri_PC (Delhi),Gurgaon_Bilaspur_HB (Haryana),10.28463285996963,18.0,14.5761,14.0,1.2857142857142858,18.0,14.0,14.5761
Delhi_Mayapuri_PC (Delhi),Gurgaon_Bilaspur_HB (Haryana),18.360301431832827,32.0,23.0151,21.0,1.5238095238095235,14.0,7.0,8.439
Delhi_Mayapuri_PC (Delhi),Gurgaon_Bilaspur_HB (Haryana),27.56635691006801,44.0,33.075900000000004,30.0,1.4666666666666666,11.0,9.0,10.0608
Delhi_Mayapuri_PC (Delhi),Gurgaon_Bilaspur_HB (Haryana),36.40330026551596,588.0,42.3756,40.0,14.7,544.0,9.0,9.2997
Delhi_Mayapuri_PC (Delhi),Gurgaon_Bilaspur_HB (Haryana),45.42248446112756,650.0,56.8783,52.0,12.5,62.0,12.0,14.5015
Delhi_Mayapuri_PC (Delhi),Gurgaon_Bilaspur_HB (Haryana),46.50784879334433,652.0,57.8031,54.0,12.074074074074074,2.0,1.0,0.9248
Hyderabad_Shamshbd_H (Telangana),Solapur_Central_I_2 (Maharashtra),22.36388386162613,29.0,32.3207,27.0,1.0740740740740742,29.0,27.0,32.3207
Hyderabad_Shamshbd_H (Telangana),Solapur_Central_I_2 (Maharashtra),44.27042559012809,75.0,56.9069,44.0,1.7045454545454546,46.0,17.0,24.5862
Hyderabad_Shamshbd_H (Telangana),Solapur_Central_I_2 (Maharashtra),66.6692783534204,107.0,80.27810000000001,61.0,1.7540983606557377,31.0,16.0,23.3711
Hyderabad_Shamshbd_H (Telangana),Solapur_Central_I_2 (Maharashtra),88.05783518515143,142.0,105.2074,78.0,1.8205128205128205,34.0,17.0,24.9293
Hyderabad_Shamshbd_H (Telangana),Solapur_Central_I_2 (Maharashtra),110.06044111727128,184.0,128.3547,95.0,1.936842105263158,42.0,16.0,23.1473
Hyderabad_Shamshbd_H (Telangana),Solapur_Central_I_2 (Maharashtra),132.84322177085835,210.0,153.5295,113.0,1.8584070796460177,26.0,17.0,25.1749
Hyderabad_Shamshbd_H (Telangana),Solapur_Central_I_2 (Maharashtra),169.86339994655324,291.0,205.2336,164.0,1.774390243902439,81.0,51.0,51.7041
Hyderabad_Shamshbd_H (Telangana),Solapur_Central_I_2 (Maharashtra),177.24306707954997,297.0,213.0004,170.0,1.7470588235294118,5.0,5.0,7.7667
Hyderabad_Shamshbd_H (Telangana),Solapur_Central_I_2 (Maharashtra),199.9474138090755,330.0,236.9158,187.0,1.7647058823529411,32.0,16.0,23.9154
Hyderabad_Shamshbd_H (Telangana),Solapur_Central_I_2 (Maharashtra),222.12933642786388,359.0,260.5114,203.0,1.7684729064039408,29.0,16.0,23.5957
Hyderabad_Shamshbd_H (Telangana),Solapur_Central_I_2 (Maharashtra),243.3186883448367,381.0,282.8533,219.0,1.7397260273972603,21.0,15.0,22.341900000000003
Hyderabad_Shamshbd_H (Telangana),Solapur_Central_I_2 (Maharashtra),264.00584138131507,419.0,321.9183,244.0,1.7172131147540983,38.0,25.0,39.065
Hyderabad_Shamshbd_H (Telangana),Solapur_Central_I_2 (Maharashtra),266.9177814939371,429.0,327.8294,250.0,1.716,10.0,5.0,5.9111
Solapur_Central_I_2 (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),62.52025520470671,115.0,77.9072,61.0,1.8852459016393444,115.0,61.0,77.9072
Solapur_Central_I_2 (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),68.99074393415471,123.0,88.2578,70.0,1.7571428571428571,8.0,10.0,11.9108
Solapur_Central_I_2 (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),89.17514296721279,151.0,117.0127,97.0,1.556701030927835,28.0,26.0,28.754900000000003
Solapur_Central_I_2 (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),110.94634828716543,173.0,139.7761,112.0,1.5446428571428572,21.0,25.0,24.9306
Solapur_Central_I_2 (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),132.28492253765023,210.0,168.6644,139.0,1.5107913669064748,37.0,28.0,27.2355
Solapur_Central_I_2 (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),154.18393351217733,242.0,192.3516,160.0,1.5125,32.0,20.0,23.6872
Solapur_Central_I_2 (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),176.03530395353516,298.0,229.914,177.0,1.6836158192090396,55.0,20.0,28.3377
Solapur_Central_I_2 (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),198.6671042294828,357.0,248.2551,190.0,1.8789473684210527,58.0,19.0,28.0817
Solapur_Central_I_2 (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),220.73096011898545,447.0,274.2643,209.0,2.138755980861244,89.0,18.0,26.0091
Solapur_Central_I_2 (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),243.02121543685487,569.0,298.94890000000004,226.0,2.517699115044248,121.0,17.0,24.6847
Solapur_Central_I_2 (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),265.0725906404988,602.0,322.9926,243.0,2.477366255144033,32.0,16.0,24.0436
Solapur_Central_I_2 (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),287.91957265166053,632.0,347.00640000000004,260.0,2.4307692307692306,30.0,16.0,24.013900000000003
Solapur_Central_I_2 (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),308.99341674977734,679.0,363.6701,278.0,2.4424460431654675,47.0,25.0,36.0221
Solapur_Central_I_2 (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),330.3418442822324,750.0,376.6477,282.0,2.6595744680851063,70.0,17.0,25.467
Solapur_Central_I_2 (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),349.9112219875085,772.0,397.3354000000001,297.0,2.5993265993265995,22.0,14.0,20.6877
Mumbai Hub (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),9.095414023320345,19.0,13.5391,11.0,1.7272727272727273,19.0,11.0,13.5391
Mumbai Hub (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),18.6203308097272,37.0,25.5634,21.0,1.761904761904762,18.0,10.0,12.024299999999998
Mumbai Hub (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra),21.26287898674832,45.0,27.4948,23.0,1.9565217391304348,7.0,3.0,3.0673000000000004
Del_Okhla_PC (Delhi),Gurgaon_Bilaspur_HB (Haryana),9.17010559345144,22.0,13.2784,12.0,1.8333333333333333,22.0,12.0,13.2784
Del_Okhla_PC (Delhi),Gurgaon_Bilaspur_HB (Haryana),19.051727197014483,38.0,23.7433,22.0,1.7272727272727273,16.0,9.0,10.4649
Del_Okhla_PC (Delhi),Gurgaon_Bilaspur_HB (Haryana),27.66168560860131,47.0,33.1985,30.0,1.5666666666666669,9.0,8.0,9.4552
Del_Okhla_PC (Delhi),Gurgaon_Bilaspur_HB (Haryana),37.42601525341415,68.0,45.0667,46.0,1.4782608695652173,20.0,18.0,13.6306
Del_Okhla_PC (Delhi),Gurgaon_Bilaspur_HB (Haryana),45.58027236293532,86.0,62.3484,59.0,1.4576271186440677,18.0,13.0,11.1176
Del_Okhla_PC (Delhi),Gurgaon_Bilaspur_HB (Haryana),48.63306546109099,146.0,65.3158,62.0,2.3548387096774195,59.0,4.0,3.4514
Chandigarh_Mehmdpur_H (Punjab),Gurgaon_Bilaspur_HB (Haryana),27.05456832637557,96.0,27.5546,30.0,3.2,96.0,30.0,27.5546
Chandigarh_Mehmdpur_H (Punjab),Gurgaon_Bilaspur_HB (Haryana),52.03031687851851,132.0,63.4319,55.0,2.4,36.0,25.0,35.877300000000005
Chandigarh_Mehmdpur_H (Punjab),Gurgaon_Bilaspur_HB (Haryana),66.02022819621727,155.0,84.4794,70.0,2.2142857142857144,23.0,17.0,23.811400000000003
Chandigarh_Mehmdpur_H (Punjab),Gurgaon_Bilaspur_HB (Haryana),94.32543499152374,204.0,117.3941,95.0,2.147368421052632,48.0,29.0,41.9805
Chandigarh_Mehmdpur_H (Punjab),Gurgaon_Bilaspur_HB (Haryana),110.09816929985476,227.0,137.6974,111.0,2.045045045045045,23.0,16.0,23.4462
Chandigarh_Mehmdpur_H (Punjab),Gurgaon_Bilaspur_HB (Haryana),138.50524539374342,287.0,172.4169,135.0,2.1259259259259258,59.0,33.0,46.3131
Chandigarh_Mehmdpur_H (Punjab),Gurgaon_Bilaspur_HB (Haryana),163.2679616817567,323.0,199.9057,155.0,2.083870967741936,36.0,20.0,27.491
Chandigarh_Mehmdpur_H (Punjab),Gurgaon_Bilaspur_HB (Haryana),181.27618508607483,348.0,219.0452,168.0,2.071428571428572,24.0,13.0,19.1395
Chandigarh_Mehmdpur_H (Punjab),Gurgaon_Bilaspur_HB (Haryana),204.1381336890472,371.0,242.2954,185.0,2.0054054054054054,23.0,16.0,23.2502
Chandigarh_Mehmdpur_H (Punjab),Gurgaon_Bilaspur_HB (Haryana),226.96508666363408,396.0,265.5068,201.0,1.9701492537313432,24.0,16.0,23.2114
Chandigarh_Mehmdpur_H (Punjab),Gurgaon_Bilaspur_HB (Haryana),237.65452682834209,419.0,281.3878,212.0,1.9764150943396224,23.0,11.0,15.881
Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka),22.99161443449429,47.0,38.0283,47.0,1.0,47.0,47.0,38.0283
Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka),52.186213834216026,81.0,66.87360000000001,68.0,1.1911764705882353,33.0,37.0,40.7845
Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka),76.25358436721504,102.0,93.1585,92.0,1.108695652173913,20.0,24.0,26.285
Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka),93.53637373347853,167.0,117.3268,115.0,1.4521739130434783,64.0,22.0,24.1683
Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka),116.30760207287123,188.0,137.8288,133.0,1.413533834586466,20.0,30.0,33.0724
Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka),134.22418330666963,212.0,157.0649,149.0,1.422818791946309,24.0,16.0,19.4087
Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka),157.09311544857573,242.0,180.9767,166.0,1.4578313253012047,29.0,16.0,23.9118
Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka),178.80352449949532,264.0,204.9081,184.0,1.434782608695652,22.0,17.0,23.9314
Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka),202.10655968494345,298.0,229.54870000000005,201.0,1.4825870646766168,33.0,17.0,24.6407
Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka),222.40289129848017,324.0,250.8784,216.0,1.5,25.0,15.0,21.3297
Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka),243.64300240606715,347.0,275.8439,234.0,1.482905982905983,23.0,17.0,24.9655
Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka),264.52819362809834,371.0,301.0704,252.0,1.4722222222222223,23.0,18.0,25.2265
Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka),288.34158179357934,396.0,325.8876,271.0,1.4612546125461254,24.0,19.0,24.8172
Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka),310.577578509457,420.0,349.2655,288.0,1.4583333333333333,24.0,17.0,23.6931
Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka),337.9564953050103,456.0,386.2694,314.0,1.4522292993630572,36.0,26.0,37.0039
Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka),357.7644766576076,504.0,412.3813,333.0,1.5135135135135136,47.0,29.0,40.9239
Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka),381.287827901121,528.0,437.7154000000001,351.0,1.5042735042735045,24.0,17.0,25.3341
Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka),406.0570717310106,552.0,464.312,369.0,1.4959349593495934,24.0,18.0,26.5966
